ESTAGIOID,CARGA_HORARIA,SITUACAO,TIPOESTAGIO,ESTAGIARIO_ID,CLASSIFICACAO,DATA_INICIO,DATA_FIM,ORIENTADOR_FK,CURSOID,MODALIDADE,NIVEL,CURSO,EMPRESAID,EMPRESA,TIPOEMPRESA
332,80,3,0,157,0,2016-02-15,2016-02-26,152,308,4,1,"Técnico em Meio Ambiente Integrado",4,"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais - EMATER - MG",1
336,80,3,0,161,NULL,2016-02-15,2016-02-29,128,308,4,1,"Técnico em Meio Ambiente Integrado",333,"ICIL Indústria e Comércio Itacarambi S/A",2
370,80,3,0,175,NULL,2016-02-29,2016-03-14,152,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
373,80,3,0,176,NULL,2016-08-08,2016-08-19,131,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
381,80,3,0,181,NULL,2016-02-29,2016-03-14,152,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
384,80,3,0,182,NULL,NULL,NULL,NULL,308,4,1,"Técnico em Meio Ambiente Integrado",311,"Instituto Estadual de Floresta - IEF",1
387,80,3,0,183,NULL,2016-02-15,2016-02-26,128,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
390,80,3,0,184,NULL,2016-02-15,2016-02-26,128,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
1737,80,3,0,761,NULL,2018-07-23,2018-08-03,762,308,4,1,"Técnico em Meio Ambiente Integrado",311,"Instituto Estadual de Floresta - IEF",1
1748,80,3,0,767,NULL,2018-07-23,2018-08-03,762,308,4,1,"Técnico em Meio Ambiente Integrado",311,"Instituto Estadual de Floresta - IEF",1
1754,40,3,0,770,0,2018-07-23,2018-08-03,131,308,4,1,"Técnico em Meio Ambiente Integrado",2201,"Prefeitura Municipal de São Francisco",1
2372,40,3,0,770,0,2019-07-17,2019-07-30,131,308,4,1,"Técnico em Meio Ambiente Integrado",2201,"Prefeitura Municipal de São Francisco",1
1757,80,3,0,772,NULL,2018-07-30,2018-08-10,762,308,4,1,"Técnico em Meio Ambiente Integrado",311,"Instituto Estadual de Floresta - IEF",1
2117,80,3,0,944,0,2018-12-26,2019-01-11,945,308,4,1,"Técnico em Meio Ambiente Integrado",513,"Castro e Viana Projetos e Serviços Agropecuário LTDA",2
2120,80,3,0,946,0,2018-12-26,2019-01-11,945,308,4,1,"Técnico em Meio Ambiente Integrado",513,"Castro e Viana Projetos e Serviços Agropecuário LTDA",2
2171,80,3,0,982,0,2018-12-17,2018-12-31,131,308,4,1,"Técnico em Meio Ambiente Integrado",2163,"Allan Johnnes Malta Matos ",2
2179,80,3,0,995,0,2019-02-04,2019-02-15,152,308,4,1,"Técnico em Meio Ambiente Integrado",311,"Instituto Estadual de Floresta - IEF",1
2180,80,3,0,996,0,2019-02-04,2019-02-15,131,308,4,1,"Técnico em Meio Ambiente Integrado",311,"Instituto Estadual de Floresta - IEF",1
2186,80,3,0,1002,0,2019-02-04,2019-02-15,152,308,4,1,"Técnico em Meio Ambiente Integrado",311,"Instituto Estadual de Floresta - IEF",1
2190,30,3,0,1007,0,2019-02-04,2019-02-15,188,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
2517,50,3,0,1007,0,2019-07-17,2019-07-25,131,308,4,1,"Técnico em Meio Ambiente Integrado",2360,"Estância Nazaré Q 2/5 - José Carlos Neto",2
2191,30,3,0,1009,0,2019-02-04,2019-02-15,188,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
2515,50,3,0,1009,0,2019-07-17,2019-07-25,131,308,4,1,"Técnico em Meio Ambiente Integrado",2224,"Estância Nazaré (Pesque, Pague) - Gilmar Rodrigues da Silva",2
2200,80,3,0,1020,0,2019-02-04,2019-02-15,131,308,4,1,"Técnico em Meio Ambiente Integrado",311,"Instituto Estadual de Floresta - IEF",1
2201,80,3,0,1021,0,2019-02-04,2019-02-15,152,308,4,1,"Técnico em Meio Ambiente Integrado",2202,"Prefeitura Municipal de São João da Ponte ",2
2203,80,3,0,1024,0,2019-02-04,2019-02-15,131,308,4,1,"Técnico em Meio Ambiente Integrado",311,"Instituto Estadual de Floresta - IEF",1
2204,80,3,0,1025,0,2019-02-04,2019-02-15,485,308,4,1,"Técnico em Meio Ambiente Integrado",2169,"PLANAL - Planejamento Agrícola Nacional LTDA",2
2206,80,3,0,1027,0,2019-02-04,2019-02-15,131,308,4,1,"Técnico em Meio Ambiente Integrado",311,"Instituto Estadual de Floresta - IEF",1
2208,80,3,0,1029,0,2019-02-04,2019-02-15,131,308,4,1,"Técnico em Meio Ambiente Integrado",933,"Prefeitura Municipal de Itacarambi",1
2209,80,3,0,1034,0,2019-02-04,2019-02-15,485,308,4,1,"Técnico em Meio Ambiente Integrado",311,"Instituto Estadual de Floresta - IEF",1
2210,80,3,0,1035,0,2019-02-04,2019-02-15,152,308,4,1,"Técnico em Meio Ambiente Integrado",311,"Instituto Estadual de Floresta - IEF",1
2314,80,3,0,1143,0,2019-05-14,2019-05-31,131,308,4,1,"Técnico em Meio Ambiente Integrado",2194,"Lenir de Abreu - Fazenda Recanto dos Pássaros ",2
2370,80,3,0,1196,0,2019-07-17,2019-07-30,131,308,4,1,"Técnico em Meio Ambiente Integrado",933,"Prefeitura Municipal de Itacarambi",1
2371,80,3,0,1197,0,2019-07-17,2019-07-31,131,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
2373,80,3,0,1198,0,2019-07-17,2019-07-30,152,308,4,1,"Técnico em Meio Ambiente Integrado",2202,"Prefeitura Municipal de São João da Ponte ",2
2374,80,3,0,1202,0,2019-07-17,2019-07-30,152,308,4,1,"Técnico em Meio Ambiente Integrado",2202,"Prefeitura Municipal de São João da Ponte ",2
2375,80,3,0,1203,0,2019-07-17,2019-07-31,154,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
2376,80,3,0,1204,0,2019-07-17,2019-08-02,131,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
2377,80,3,0,1205,0,2019-07-17,2019-07-30,131,308,4,1,"Técnico em Meio Ambiente Integrado",1589,"Prefeitura Municipal de Pedras de Maria da Cruz ",1
2378,80,3,0,1207,0,2019-07-17,2019-07-31,154,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
2379,80,3,0,1208,0,2019-07-17,2019-07-30,131,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
2440,80,3,0,1277,0,2019-07-17,2019-07-30,131,308,4,1,"Técnico em Meio Ambiente Integrado",2203,"Associação de pequenos produtores rurais de catanduva",1
2492,40,3,0,1312,0,2019-07-17,2019-07-23,152,308,4,1,"Técnico em Meio Ambiente Integrado",600,"Fazenda Triunfo - Rodolpho Velloso Rebello",2
2493,40,3,0,1314,0,2019-07-17,2019-07-23,152,308,4,1,"Técnico em Meio Ambiente Integrado",600,"Fazenda Triunfo - Rodolpho Velloso Rebello",2
2494,40,3,0,1315,0,2019-07-17,2019-07-23,131,308,4,1,"Técnico em Meio Ambiente Integrado",600,"Fazenda Triunfo - Rodolpho Velloso Rebello",2
2495,40,3,0,1316,0,2019-07-22,2019-07-26,131,308,4,1,"Técnico em Meio Ambiente Integrado",2169,"PLANAL - Planejamento Agrícola Nacional LTDA",2
2496,80,3,0,1317,0,2019-07-17,2019-07-31,131,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
2497,80,3,0,1318,0,2019-07-17,2019-07-30,131,308,4,1,"Técnico em Meio Ambiente Integrado",2224,"Estância Nazaré (Pesque, Pague) - Gilmar Rodrigues da Silva",2
2498,80,3,0,1320,0,2019-07-22,2019-08-02,131,308,4,1,"Técnico em Meio Ambiente Integrado",2224,"Estância Nazaré (Pesque, Pague) - Gilmar Rodrigues da Silva",2
2499,40,3,0,1321,0,2019-07-17,2019-07-23,128,308,4,1,"Técnico em Meio Ambiente Integrado",1041,"Prefeitura Municipal de Januária ",1
2500,80,3,0,1323,0,2019-07-17,2019-07-30,1325,308,4,1,"Técnico em Meio Ambiente Integrado",1829,"Prefeitura Municipal de Varzelândia",1
2501,80,3,0,1326,0,2019-07-17,2019-07-30,152,308,4,1,"Técnico em Meio Ambiente Integrado",441,"Fazenda Mamede - Rafael Campos Magalhães",2
2502,80,3,0,1327,0,2019-07-18,2019-07-31,1325,308,4,1,"Técnico em Meio Ambiente Integrado",2225,"Floricultura Magalhães - Elizângela Magalhães Coutinho - ME",2
2636,40,3,0,1329,0,2019-07-17,2019-07-23,152,308,4,1,"Técnico em Meio Ambiente Integrado",2226,"Floricultura Primavera - Joice Camila de Oliveira Pacheco",2
2504,80,3,0,1331,0,2019-07-17,2019-07-30,131,308,4,1,"Técnico em Meio Ambiente Integrado",2372,"Floricultura  Flora Verde Rosa",2
2505,80,3,0,1333,0,2019-07-17,2019-08-02,131,308,4,1,"Técnico em Meio Ambiente Integrado",2372,"Floricultura  Flora Verde Rosa",2
2506,80,3,0,1334,0,2019-07-18,2019-07-29,1325,308,4,1,"Técnico em Meio Ambiente Integrado",2225,"Floricultura Magalhães - Elizângela Magalhães Coutinho - ME",2
2507,40,3,0,1335,0,2019-07-17,2019-07-23,152,308,4,1,"Técnico em Meio Ambiente Integrado",1829,"Prefeitura Municipal de Varzelândia",1
2508,80,3,0,1336,0,2019-07-17,2019-07-30,1325,308,4,1,"Técnico em Meio Ambiente Integrado",2228,"Floricultura Nature Flora Januária - MEI - Maria Aparecida Viana de Almeida",2
2509,80,3,0,1338,0,2019-07-17,2019-07-30,152,308,4,1,"Técnico em Meio Ambiente Integrado",311,"Instituto Estadual de Floresta - IEF",1
2510,80,3,0,1340,0,2019-07-17,2019-07-30,1325,308,4,1,"Técnico em Meio Ambiente Integrado",2228,"Floricultura Nature Flora Januária - MEI - Maria Aparecida Viana de Almeida",2
2511,80,3,0,1341,0,2019-07-17,2019-07-30,1325,308,4,1,"Técnico em Meio Ambiente Integrado",933,"Prefeitura Municipal de Itacarambi",1
2514,800,3,0,1342,0,2019-07-17,2019-07-30,131,308,4,1,"Técnico em Meio Ambiente Integrado",933,"Prefeitura Municipal de Itacarambi",1
2516,40,3,0,1345,0,2019-07-22,2019-07-26,131,308,4,1,"Técnico em Meio Ambiente Integrado",2360,"Estância Nazaré Q 2/5 - José Carlos Neto",2
2622,40,3,0,1345,0,2018-02-26,2018-03-02,131,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
2519,80,3,0,1347,0,2019-07-17,2019-07-30,131,308,4,1,"Técnico em Meio Ambiente Integrado",2226,"Floricultura Primavera - Joice Camila de Oliveira Pacheco",2
2520,80,3,0,1348,0,2019-07-22,2019-08-02,131,308,4,1,"Técnico em Meio Ambiente Integrado",2226,"Floricultura Primavera - Joice Camila de Oliveira Pacheco",2
2606,80,3,0,1401,0,2019-07-17,2019-07-30,1325,308,4,1,"Técnico em Meio Ambiente Integrado",4,"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais - EMATER - MG",1
2616,800,3,0,1409,0,2019-07-17,2019-07-30,723,308,4,1,"Técnico em Meio Ambiente Integrado",4,"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais - EMATER - MG",1
2619,80,3,0,1411,0,2019-07-17,2019-07-30,131,308,4,1,"Técnico em Meio Ambiente Integrado",4,"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais - EMATER - MG",1
2902,80,3,0,1680,0,2019-07-22,2019-08-02,152,308,4,1,"Técnico em Meio Ambiente Integrado",4,"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais - EMATER - MG",1
2903,40,3,0,1682,0,2019-07-22,2019-07-26,152,308,4,1,"Técnico em Meio Ambiente Integrado",4,"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais - EMATER - MG",1
3170,80,3,0,1844,0,2017-08-21,2017-08-31,152,308,4,1,"Técnico em Meio Ambiente Integrado",311,"Instituto Estadual de Floresta - IEF",1
3171,80,3,0,1845,0,2018-04-02,2018-04-13,131,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
3175,80,3,0,1662,0,2015-07-07,2015-07-24,131,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
3479,80,3,0,2047,0,2016-08-08,2016-08-19,131,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
3480,80,3,0,2048,0,2016-02-15,2016-02-26,128,308,4,1,"Técnico em Meio Ambiente Integrado",4,"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais - EMATER - MG",1
3481,40,3,0,2049,0,2017-01-02,2017-01-06,131,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
3482,40,3,0,2049,0,2017-03-20,2017-03-24,131,308,4,1,"Técnico em Meio Ambiente Integrado",311,"Instituto Estadual de Floresta - IEF",1
3483,80,3,0,2050,0,2017-08-21,2017-08-31,762,308,4,1,"Técnico em Meio Ambiente Integrado",311,"Instituto Estadual de Floresta - IEF",1
3484,80,3,0,2051,0,2017-08-21,2017-09-01,762,308,4,1,"Técnico em Meio Ambiente Integrado",4,"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais - EMATER - MG",1
3485,80,3,0,2052,0,2017-03-20,2017-03-31,1325,308,4,1,"Técnico em Meio Ambiente Integrado",4,"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais - EMATER - MG",1
3486,80,3,0,2053,0,2016-08-08,2016-08-19,2055,308,4,1,"Técnico em Meio Ambiente Integrado",4,"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais - EMATER - MG",1
3487,80,3,0,2056,0,2017-08-21,2017-09-01,762,308,4,1,"Técnico em Meio Ambiente Integrado",4,"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais - EMATER - MG",1
3488,80,3,0,2057,0,2016-02-15,2016-02-26,152,308,4,1,"Técnico em Meio Ambiente Integrado",4,"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais - EMATER - MG",1
3489,80,3,0,2058,0,2015-07-08,2015-07-24,154,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
3490,80,3,0,2059,0,2017-08-21,2017-09-04,131,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
3491,80,3,0,2060,0,2016-02-29,2016-03-14,152,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
3492,80,3,0,2061,0,2017-03-20,2017-03-31,131,308,4,1,"Técnico em Meio Ambiente Integrado",311,"Instituto Estadual de Floresta - IEF",1
3493,80,3,0,2062,0,2017-03-20,2017-03-31,152,308,4,1,"Técnico em Meio Ambiente Integrado",333,"ICIL Indústria e Comércio Itacarambi S/A",2
3494,40,3,0,2063,0,2016-01-02,2016-01-06,131,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
3495,40,3,0,2063,0,2017-03-20,2017-03-24,131,308,4,1,"Técnico em Meio Ambiente Integrado",311,"Instituto Estadual de Floresta - IEF",1
3496,80,3,0,2064,0,2016-12-26,2016-01-13,128,308,4,1,"Técnico em Meio Ambiente Integrado",311,"Instituto Estadual de Floresta - IEF",1
3497,80,3,0,2065,0,2017-03-20,2017-03-31,128,308,4,1,"Técnico em Meio Ambiente Integrado",311,"Instituto Estadual de Floresta - IEF",1
3498,80,3,0,2066,0,2016-08-08,2016-08-19,152,308,4,1,"Técnico em Meio Ambiente Integrado",2240,"Prefeitura Municipal de São João das Missões",1
3499,80,3,0,2068,0,2017-03-20,2017-03-31,878,308,4,1,"Técnico em Meio Ambiente Integrado",311,"Instituto Estadual de Floresta - IEF",1
3500,80,3,0,2069,0,2017-03-20,2017-03-31,128,308,4,1,"Técnico em Meio Ambiente Integrado",311,"Instituto Estadual de Floresta - IEF",1
3501,80,3,0,2070,0,2016-08-08,2016-08-19,131,308,4,1,"Técnico em Meio Ambiente Integrado",4,"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais - EMATER - MG",1
3502,80,3,0,2071,0,2017-08-21,2017-09-01,878,308,4,1,"Técnico em Meio Ambiente Integrado",311,"Instituto Estadual de Floresta - IEF",1
3503,80,3,0,2072,0,2016-02-15,2016-02-26,131,308,4,1,"Técnico em Meio Ambiente Integrado",4,"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais - EMATER - MG",1
3546,80,3,0,2100,0,2017-08-21,2017-09-01,131,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
3547,80,3,0,2101,0,2017-01-02,2017-01-16,131,308,4,1,"Técnico em Meio Ambiente Integrado",2303,"Prefeitura Municipal de Monte Azul",1
3548,80,3,0,2102,0,2017-03-20,2017-03-31,152,308,4,1,"Técnico em Meio Ambiente Integrado",333,"ICIL Indústria e Comércio Itacarambi S/A",2
3549,80,3,0,2103,0,2016-02-15,2016-02-26,128,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
3550,80,3,0,2104,0,2016-08-08,2016-08-19,128,308,4,1,"Técnico em Meio Ambiente Integrado",2304,"Âmago Consultoria Ambiental",2
3551,80,3,0,2106,0,2015-07-13,2015-07-24,152,308,4,1,"Técnico em Meio Ambiente Integrado",1041,"Prefeitura Municipal de Januária ",1
3552,80,3,0,2108,0,2017-03-20,2017-03-31,128,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
3553,80,3,0,2109,0,2017-03-20,2017-03-31,1325,308,4,1,"Técnico em Meio Ambiente Integrado",4,"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais - EMATER - MG",1
3554,80,3,0,2110,0,2017-08-21,2017-09-01,152,308,4,1,"Técnico em Meio Ambiente Integrado",2305,"Projetos Agropecuários Suzart Botelho LTDA",2
3555,80,3,0,2112,0,2017-08-21,2017-09-01,131,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
3556,80,3,0,2113,0,2017-03-20,2017-03-31,1325,308,4,1,"Técnico em Meio Ambiente Integrado",4,"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais - EMATER - MG",1
3557,80,3,0,2114,0,2017-03-20,2017-03-31,128,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
3558,80,3,0,1782,0,2015-07-13,2015-07-27,152,308,4,1,"Técnico em Meio Ambiente Integrado",4,"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais - EMATER - MG",1
3559,80,3,0,2115,0,2016-02-15,2016-02-26,128,308,4,1,"Técnico em Meio Ambiente Integrado",4,"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais - EMATER - MG",1
3560,80,3,0,2116,0,2017-03-23,2017-03-31,128,308,4,1,"Técnico em Meio Ambiente Integrado",1041,"Prefeitura Municipal de Januária ",1
3561,80,3,0,2117,0,2017-03-20,2017-03-31,154,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
3562,80,3,0,2118,0,2017-03-16,2017-03-29,131,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
3563,80,3,0,2119,0,2017-08-21,2017-09-01,762,308,4,1,"Técnico em Meio Ambiente Integrado",4,"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais - EMATER - MG",1
3564,80,3,0,2120,0,2017-03-20,2017-03-31,128,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
4214,80,3,0,2507,0,2018-02-19,2018-03-02,131,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
4215,80,3,0,2508,0,2018-02-19,2018-03-02,131,308,4,1,"Técnico em Meio Ambiente Integrado",311,"Instituto Estadual de Floresta - IEF",1
4216,80,3,0,2509,0,2018-02-19,2018-03-02,131,308,4,1,"Técnico em Meio Ambiente Integrado",311,"Instituto Estadual de Floresta - IEF",1
4217,80,3,0,2510,0,2016-08-08,2016-08-19,131,308,4,1,"Técnico em Meio Ambiente Integrado",4,"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais - EMATER - MG",1
4218,80,3,0,2511,0,2018-02-19,2018-03-02,131,308,4,1,"Técnico em Meio Ambiente Integrado",311,"Instituto Estadual de Floresta - IEF",1
4219,80,3,0,2512,0,2018-02-19,2018-03-02,131,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
4220,80,3,0,2513,0,2018-02-19,2018-03-02,131,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
4222,80,3,0,2514,0,2017-08-21,2017-08-31,762,308,4,1,"Técnico em Meio Ambiente Integrado",311,"Instituto Estadual de Floresta - IEF",1
4223,80,3,0,2515,0,2017-08-21,2017-08-31,762,308,4,1,"Técnico em Meio Ambiente Integrado",311,"Instituto Estadual de Floresta - IEF",1
4224,80,3,0,2516,0,2018-02-19,2018-03-02,131,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
4225,80,3,0,2517,0,2018-02-19,2018-03-02,131,308,4,1,"Técnico em Meio Ambiente Integrado",1046,"João Alves de Aquino",2
4226,80,3,0,705,0,2015-07-07,2015-07-24,131,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
4227,80,3,0,2518,0,2018-02-19,2018-03-02,131,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
4228,80,3,0,2519,0,2015-07-13,2015-07-24,152,308,4,1,"Técnico em Meio Ambiente Integrado",1041,"Prefeitura Municipal de Januária ",1
4229,80,3,0,2520,0,2017-03-20,2017-03-31,762,308,4,1,"Técnico em Meio Ambiente Integrado",311,"Instituto Estadual de Floresta - IEF",1
4230,80,3,0,2521,0,2018-02-19,2018-03-02,131,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
4231,80,3,0,2522,0,2018-02-19,2018-03-02,131,308,4,1,"Técnico em Meio Ambiente Integrado",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
4232,80,3,0,2523,0,2017-03-20,2017-03-31,128,308,4,1,"Técnico em Meio Ambiente Integrado",311,"Instituto Estadual de Floresta - IEF",1
4235,80,3,0,2524,0,2017-08-21,2017-09-01,762,308,4,1,"Técnico em Meio Ambiente Integrado",4,"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais - EMATER - MG",1
